7600904;NSR:StopPlace:329
7601203;NSR:StopPlace:33
7601008;NSR:StopPlace:331
7601004;NSR:StopPlace:332
7600616;NSR:StopPlace:336
7600100;NSR:StopPlace:337
7600615;NSR:StopPlace:338
7600600;NSR:StopPlace:339
7400712;NSR:StopPlace:34
7600601;NSR:StopPlace:343
7600212;NSR:StopPlace:344
7404341;NSR:StopPlace:345
7602325;NSR:StopPlace:349
7602142;NSR:StopPlace:35
7401873;NSR:StopPlace:350
7601325;NSR:StopPlace:351
7602328;NSR:StopPlace:354
7601320;NSR:StopPlace:357
7602320;NSR:StopPlace:358
7600202;NSR:StopPlace:359
7602230;NSR:StopPlace:362
7602337;NSR:StopPlace:364
7600612;NSR:StopPlace:365
7611411;NSR:StopPlace:368
7601118;NSR:StopPlace:369
7601386;NSR:StopPlace:372
7401318;NSR:StopPlace:374
7600507;NSR:StopPlace:375
7610607;NSR:StopPlace:379
7601304;NSR:StopPlace:38
7602146;NSR:StopPlace:380
7600210;NSR:StopPlace:382
7600511;NSR:StopPlace:384
7610200;NSR:StopPlace:385
7601200;NSR:StopPlace:388
7601308;NSR:StopPlace:390
7600926;NSR:StopPlace:392
7601201;NSR:StopPlace:393
7610506;NSR:StopPlace:396
7602342;NSR:StopPlace:398
7600743;NSR:StopPlace:4
7601117;NSR:StopPlace:400
7601627;NSR:StopPlace:401
7400186;NSR:StopPlace:405
7600801;NSR:StopPlace:406
7602110;NSR:StopPlace:407
7610204;NSR:StopPlace:41
7602220;NSR:StopPlace:411
7600533;NSR:StopPlace:412
7601306;NSR:StopPlace:413
7601204;NSR:StopPlace:416
7601413;NSR:StopPlace:418
7602327;NSR:StopPlace:42
7600725;NSR:StopPlace:420
7602219;NSR:StopPlace:421
7600739;NSR:StopPlace:425
7611419;NSR:StopPlace:426
7600922;NSR:StopPlace:427
7601612;NSR:StopPlace:429
7600502;NSR:StopPlace:433
7602180;NSR:StopPlace:434
7602124;NSR:StopPlace:435
7632325;NSR:StopPlace:439
7601357;NSR:StopPlace:44
7602330;NSR:StopPlace:440
7610308;NSR:StopPlace:441
7612325;NSR:StopPlace:445
7601015;NSR:StopPlace:446
7600927;NSR:StopPlace:447
7602358;NSR:StopPlace:448
7612358;NSR:StopPlace:45
7600207;NSR:StopPlace:451
7405094;NSR:StopPlace:452
7611307;NSR:StopPlace:453
7601299;NSR:StopPlace:456
7602359;NSR:StopPlace:457
7600613;NSR:StopPlace:46
7601361;NSR:StopPlace:460
7601116;NSR:StopPlace:461
7602329;NSR:StopPlace:462
7612360;NSR:StopPlace:466
7600805;NSR:StopPlace:467
7622325;NSR:StopPlace:468
7601127;NSR:StopPlace:469
7602141;NSR:StopPlace:472
7622327;NSR:StopPlace:474
7600208;NSR:StopPlace:475
7600617;NSR:StopPlace:478
7622224;NSR:StopPlace:480
7601337;NSR:StopPlace:481
7642358;NSR:StopPlace:484
7404942;NSR:StopPlace:485
7600307;NSR:StopPlace:487
7600803;NSR:StopPlace:488
7601382;NSR:StopPlace:49
7404938;NSR:StopPlace:492
7601407;NSR:StopPlace:493
7600614;NSR:StopPlace:494
7404994;NSR:StopPlace:496
7600925;NSR:StopPlace:500
7602005;NSR:StopPlace:501
7600607;NSR:StopPlace:502
7601519;NSR:StopPlace:506
7601388;NSR:StopPlace:507
7602317;NSR:StopPlace:508
7600309;NSR:StopPlace:51
7600310;NSR:StopPlace:512
7600513;NSR:StopPlace:513
7601012;NSR:StopPlace:514
7602334;NSR:StopPlace:518
7601631;NSR:StopPlace:519
7600810;NSR:StopPlace:520
7611413;NSR:StopPlace:523
7401982;NSR:StopPlace:525
7404729;NSR:StopPlace:527
7600200;NSR:StopPlace:529
7601006;NSR:StopPlace:53
7600603;NSR:StopPlace:530
7404734;NSR:StopPlace:532
7622358;NSR:StopPlace:535
7601419;NSR:StopPlace:536
7621306;NSR:StopPlace:54
7600311;NSR:StopPlace:540
7600716;NSR:StopPlace:542
7602224;NSR:StopPlace:543
7600510;NSR:StopPlace:547
7602351;NSR:StopPlace:548
7612328;NSR:StopPlace:549
7600211;NSR:StopPlace:553
7601303;NSR:StopPlace:554
7602176;NSR:StopPlace:555
7404712;NSR:StopPlace:559
7600531;NSR:StopPlace:560
7602218;NSR:StopPlace:561
7402834;NSR:StopPlace:565
7600552;NSR:StopPlace:566
7402155;NSR:StopPlace:567
7602223;NSR:StopPlace:568
7611201;NSR:StopPlace:57
7404878;NSR:StopPlace:570
7600504;NSR:StopPlace:572
7601389;NSR:StopPlace:575
7601410;NSR:StopPlace:577
7403194;NSR:StopPlace:57777
7400106;NSR:StopPlace:57778
7400240;NSR:StopPlace:57779
7404609;NSR:StopPlace:579
7600920;NSR:StopPlace:580
7404880;NSR:StopPlace:581
7602402;NSR:StopPlace:58234
7602331;NSR:StopPlace:584
7600186;NSR:StopPlace:58415
7602183;NSR:StopPlace:585
7602404;NSR:StopPlace:58575
7602406;NSR:StopPlace:58576
7601019;NSR:StopPlace:586
7602405;NSR:StopPlace:58610
7401972;NSR:StopPlace:58611
7400054;NSR:StopPlace:58612
7400105;NSR:StopPlace:58613
007401579;NSR:StopPlace:58630
7404445;NSR:StopPlace:58675
007403755;NSR:StopPlace:58955
007404594;NSR:StopPlace:58957
7602002;NSR:StopPlace:590
7601218;NSR:StopPlace:591
7600735;NSR:StopPlace:59129
7601215;NSR:StopPlace:592
7602234;NSR:StopPlace:596
7602139;NSR:StopPlace:597
7402120;NSR:StopPlace:598
7610505;NSR:StopPlace:6
7620503;NSR:StopPlace:60
7601110;NSR:StopPlace:602
7601114;NSR:StopPlace:603
7402126;NSR:StopPlace:604
7601671;NSR:StopPlace:60670
7602144;NSR:StopPlace:608
7602130;NSR:StopPlace:609
7600608;NSR:StopPlace:61
7601408;NSR:StopPlace:610
7601806;NSR:StopPlace:61101
7610303;NSR:StopPlace:613
7400620;NSR:StopPlace:615
7600528;NSR:StopPlace:617
7611125;NSR:StopPlace:618
7600214;NSR:StopPlace:621
7401953;NSR:StopPlace:623
7602216;NSR:StopPlace:624
7601628;NSR:StopPlace:628
7600740;NSR:StopPlace:629
7600733;NSR:StopPlace:62946
7600537;NSR:StopPlace:63
7600609;NSR:StopPlace:630
7400662;NSR:StopPlace:634
7600318;NSR:StopPlace:635
7602335;NSR:StopPlace:639
7600539;NSR:StopPlace:64
7600305;NSR:StopPlace:640
7601103;NSR:StopPlace:641
7600747;NSR:StopPlace:645
7600706;NSR:StopPlace:646
7601409;NSR:StopPlace:648
7600746;NSR:StopPlace:652
7601510;NSR:StopPlace:653
7600534;NSR:StopPlace:654
7602181;NSR:StopPlace:658
7601126;NSR:StopPlace:659
7601502;NSR:StopPlace:662
7601002;NSR:StopPlace:663
7610604;NSR:StopPlace:666
7600530;NSR:StopPlace:667
7600915;NSR:StopPlace:669
7600621;NSR:StopPlace:67
7601513;NSR:StopPlace:672
7601321;NSR:StopPlace:673
7602145;NSR:StopPlace:676
7602339;NSR:StopPlace:677
7610504;NSR:StopPlace:680
7404212;NSR:StopPlace:681
7610512;NSR:StopPlace:684
7601348;NSR:StopPlace:685
7601311;NSR:StopPlace:687
7621807;NSR:StopPlace:690
7600532;NSR:StopPlace:691
7601416;NSR:StopPlace:694
7610300;NSR:StopPlace:695
7612327;NSR:StopPlace:698
7600928;NSR:StopPlace:699
7600518;NSR:StopPlace:70
7602226;NSR:StopPlace:702
7600919;NSR:StopPlace:704
7601405;NSR:StopPlace:706
7600708;NSR:StopPlace:708
7602323;NSR:StopPlace:71
7602336;NSR:StopPlace:710
7601300;NSR:StopPlace:712
7601314;NSR:StopPlace:714
7600206;NSR:StopPlace:716
7400731;NSR:StopPlace:73
7601310;NSR:StopPlace:74
7601380;NSR:StopPlace:77
7602233;NSR:StopPlace:8
7601415;NSR:StopPlace:80
7600923;NSR:StopPlace:81
7602212;NSR:StopPlace:82
7600519;NSR:StopPlace:84
7612226;NSR:StopPlace:87
7601335;NSR:StopPlace:90
7601604;NSR:StopPlace:91
7600527;NSR:StopPlace:94
7600529;NSR:StopPlace:97
7602321;NSR:StopPlace:99
